Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Version_IFC;Requis
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_SwitchingDeviceTypeCommon.Status;Phase Created;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_SwitchingDeviceTypeCommon.Status;Phase Created;IFC4;Oui
Interrupteur électrique;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_SwitchingDeviceTypeCommon.Status;Phase Created;IFC4;Oui
Interrupteur électrique;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Interrupteur électrique;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Interrupteur électrique;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Interrupteur électrique;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Interrupteur électrique;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Interrupteur électrique;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Interrupteur électrique;Classification;Uniformat II 2010;Toutes;"D5020.10 – Electrical Service
D5030.50 – Wiring Devices
D5040.10 Lighting control";;;IFC4;Oui
Interrupteur électrique;Classification;DIN276;Toutes;"KG 444 – Niederspannungsinstallationsanlagen
KG 451 – Telekommunikationsanlagen
KG 457 – Datenübertragungsnetze";;;IFC4;Oui
Longrine de fondation;Classe et type IFC;Types IFC;Toutes;Longrine de fondation;IfcFooting.FOOTING_BEAM;Structural Framing [BIMids Classification:Foundation beam];IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_FootingCommon.Status;-;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_FootingCommon.Status;-;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_FootingCommon.Status;-;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_FootingCommon.Status;-;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_FootingCommon.Status;Phase Created;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_FootingCommon.Status;Phase Created;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_FootingCommon.Status;Phase Created;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_FootingCommon.Status;Phase Created;IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau matériau;APD;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau matériau;PDE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau matériau;EXE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Longrine de fondation;Informations alphanumériques;Niveau matériau;EXP;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Longrine de fondation;Documentation;Descriptifs;APD;Principe constructif;;;IFC4;Oui
Longrine de fondation;Documentation;Descriptifs;APD;Prédimensionnement;;;IFC4;Oui
Longrine de fondation;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Longrine de fondation;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;PDE;Plan de coffrage;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Plan de coffrage;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Plan de coffrage;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;PDE;Plan joints de dilatation;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Plan joints de dilatation;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Plan joints de dilatation;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;PDE;Détail d'exécution;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Détail d'exécution;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Détail d'exécution;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Plan de ferraillage;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Plan de ferraillage;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;PDE;Plan éléments spécifiques;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Plan éléments spécifiques;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Plan éléments spécifiques;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;APD;Rapport étude géotechnique;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;PDE;Rapport étude géotechnique;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Rapport étude géotechnique;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Rapport étude géotechnique;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;PDE;Rapport stabilité;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Rapport stabilité;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Rapport stabilité;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;APD;Surcharges d’exploitation;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;PDE;Surcharges d’exploitation;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXE;Surcharges d’exploitation;;;IFC4;Oui
Longrine de fondation;Documentation;Plans et schémas;EXP;Surcharges d’exploitation;;;IFC4;Oui
Longrine de fondation;Classification;Uniformat II 2010;Toutes;A1020.80 – Grade Beams;;;IFC4;Oui
Longrine de fondation;Classification;DIN276;Toutes;"322 – Flachgründungen und Bodenplatten
323 – Tiefgründungen";;;IFC4;Oui
Luminaire;Classe et type IFC;Types IFC;Toutes;Luminaire éclairage à faisceau;IfcLightFixture.POINTSOURCE;Lighting Fixtures [BIMids Classification:Lightfixture];IFC4;Oui
Luminaire;Classe et type IFC;Types IFC;Toutes;Luminaire éclairage multidirection;IfcLightFixture.DIRECTIONSOURCE;Lighting Fixtures [BIMids Classification:Lightfixture];IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_LightFixtureTypeCommon.Status;-;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_LightFixtureTypeCommon.Status;-;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_LightFixtureTypeCommon.Status;-;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_LightFixtureTypeCommon.Status;-;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_LightFixtureTypeCommon.Status;Phase Created;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_LightFixtureTypeCommon.Status;Phase Created;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_LightFixtureTypeCommon.Status;Phase Created;IFC4;Oui
Luminaire;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_LightFixtureTypeCommon.Status;Phase Created;IFC4;Oui
Luminaire;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Luminaire;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Luminaire;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Luminaire;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Luminaire;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Luminaire;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Luminaire;Classification;Uniformat II 2010;Toutes;D5040.50 – Lighting Fixtures;;;IFC4;Oui
Luminaire;Classification;DIN276;Toutes;KG445 – Beleuchtungsanlagen;;;IFC4;Oui
Luminaire sécurité;Classe et type IFC;Types IFC;Toutes;Eclairage sécurité;IfcLightFixture.SECURITYLIGHTING;Lighting Fixtures [BIMids Classification:Safety lighting];IFC4;Oui
Luminaire sécurité;Classe et type IFC;Types IFC;Toutes;Bloc sortie de secours;IfcLightFixture.SECURITYLIGHTING;Lighting Fixtures [BIMids Classification:Safety lighting];IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_LightFixtureTypeCommon.Status;Phase Created;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_LightFixtureTypeCommon.Status;Phase Created;IFC4;Oui
Luminaire sécurité;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_LightFixtureTypeCommon.Status;Phase Created;IFC4;Oui
Luminaire sécurité;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Luminaire sécurité;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Luminaire sécurité;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Luminaire sécurité;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Luminaire sécurité;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Luminaire sécurité;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Luminaire sécurité;Classification;Uniformat II 2010;Toutes;D5040.50 – Lighting Fixtures;;;IFC4;Oui
Luminaire sécurité;Classification;DIN276;Toutes;KG445 – Beleuchtungsanlagen;;;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Table;IfcFurniture.TABLE;Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Bureau;IfcFurniture.DESK;Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Armoire;IfcFurniture.FILECABINET;Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Meuble de cuisine;IfcFurniture.USERDEFINED[KITCHENFURNITURE];Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Etagère;IfcFurniture.SHELF;Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Canapé;IfcFurniture.SOFA;Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Fauteuil;IfcFurniture.CHAIR;Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Lit;IfcFurniture.BED;Furniture;IFC4;Oui
Mobilier;Classe et type IFC;Types IFC;Toutes;Bac à plantes;IfcFurniture.USERDEFINED[PLANTER];Furniture;IFC4;Oui
Mobilier;Géométrie;Exigences minima;PDE;Accessoires et éléments spécifiques;;;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APS;Statut de rénovation (Archicad) (p);Pset_FurnitureTypeCommon.Status;-;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_FurnitureTypeCommon.Status;-;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_FurnitureTypeCommon.Status;-;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_FurnitureTypeCommon.Status;-;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_FurnitureTypeCommon.Status;-;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APS;Statut (p);Pset_FurnitureTypeCommon.Status;Phase Created;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_FurnitureTypeCommon.Status;Phase Created;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_FurnitureTypeCommon.Status;Phase Created;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_FurnitureTypeCommon.Status;Phase Created;IFC4;Oui
Mobilier;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_FurnitureTypeCommon.Status;Phase Created;IFC4;Oui
Mobilier;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Mobilier;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Mobilier;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Mobilier;Documentation;Maintenance et fiches techniques;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Mobilier;Classification;Uniformat II 2010;Toutes;"E2010 – Fixed Furnishings
E2050 – Movable Furnishings";;;IFC4;Oui
Mobilier;Classification;DIN276;Toutes;"381 – Allgemeinen Einbauten
473 – Medienversorgungsanlagen, Medizin- und labortechnische Anlagen
610 – Allgemeine Ausstattung";;;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_WallCommon.Status;-;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_WallCommon.Status;-;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_WallCommon.Status;-;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_WallCommon.Status;-;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
